ID,Nhóm,Điểm tổng,Điểm tối đa,Điểm quy đổi,unittest,statements about dict,binary mode,Inheritance three levels,lt operator,person print,add,copy list,dict sort,high order lambda,inher init,lambda sum,lambda vector,list mutation,lambda module,max sub,recursive,eq overload,try block,Multiple Choice,tuple vs list,string operations,module contents,package contents,Primes,Sequence,Matrix,BankAccount,testing approaches,unittest,dict access,dict def,dict for keys,else part,except statements,exception object,finally block,handling keyword,IOError,multiple exception,standard exception,inf try except,close file,dump,open mode,pickle,default params,function call,local scope,debug,syntax,list append,list count,list def,module,module extension,package caller,package is a dir,same module name,import statement,digit counter,lower counter,upper counter,replace str,breakline,str convertion,str mulp,string funcs,str len,for loop,while break,while break (copy),list comp,list expansion,list number comp,list str comp,ABC module,abstract keyword,class method,inher init,object,object init,add overload,equal overload,less operator,inheritance,inheritance (copy),inheritance (copy) (copy),inhe init,inhe init (copy),inhe init (copy) (copy),loop str,loop str (copy),loop str (copy) (copy)
40191,Kíp 1,35.5,90,39.44,1,1,0,1,1,1,Chưa làm,0,1,Chưa làm,0,1,Chưa làm,1,Chưa làm,Chưa làm,1,1,1,Chưa làm,1,0,1,0.5,0,0,Chưa làm,0,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,1,Không có,1,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có
40192,Kíp 1,21.5,90,23.89,1,0.25,0,0,1,1,1,1,0,1,Chưa làm,0,1,0,0,0,0,1,1,0,0,Chưa làm,0,0.25,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,1,0,Không có,0,Không có,0,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,0,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,0,Không có,Không có,Không có,Không có,0,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có
40193,Kíp 1,41,90,45.56,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,Chưa làm,1,1,1,0,0,1,1,0.5,2.5,0,Chưa làm,0,1,Không có,1,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1
40194,Kíp 1,22.5,90,25,1,0.5,Chưa làm,1,1,1,1,1,Chưa làm,0,1,1,Chưa làm,0,Chưa làm,Chưa làm,Chưa làm,1,Chưa làm,Chưa làm,1,0,1,Chưa làm,0,0,Chưa làm,0,Không có,1,Không có,1,1,Không có,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,0,0,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Chưa làm,0,0,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,Không có,0,1,Không có,Không có,0,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,0,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm
40195,Kíp 1,43.5,90,48.33,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,Chưa làm,1,1,1,Chưa làm,1,1,1,0.5,5,0,Chưa làm,Chưa làm,1,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Chưa làm,Không có,Không có,1,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có
40196,Kíp 1,44.25,90,49.17,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0.25,10,0,Chưa làm,Chưa làm,Không có,0,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,0,0,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,1,Không có,0,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có
40197,Kíp 1,45.5,90,50.56,1,0.25,1,1,1,1,1,0,Chưa làm,1,Chưa làm,0,1,1,Chưa làm,0,1,1,1,Chưa làm,1,Chưa làm,1,0.25,10,0,Chưa làm,Chưa làm,0,Không có,0,Không có,1,0,Không có,Không có,Không có,Không có,Không có,1,Không có,0,1,1,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,Không có,1,Không có,1,1,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có
40198,Kíp 1,41.83,90,46.48,0,0.5,1,0,1,1,1,1,Chưa làm,0,Chưa làm,0,1,1,0,0,1,1,1,0,0,Chưa làm,0,0,10,3.3299999999999996,Chưa làm,Chưa làm,Không có,1,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,1,1,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,1,Không có,1,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,0,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,Không có,Không có,Không có,0
40199,Kíp 1,24.75,90,27.5,0,0.25,0,1,1,1,1,Chưa làm,Chưa làm,1,0,0,1,0,0,0,1,1,1,Chưa làm,0,Chưa làm,1,0.5,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,Không có,0,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,0,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,0,1,0,Không có,Không có,Không có,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,0,Không có,Không có
40200,Kíp 1,50.5,90,56.11,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0.5,10,0,0,0,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,0,Không có,0,Không có,1,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,0,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có
40201,Kíp 1,43.67,90,48.52,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,6.67,Chưa làm,Chưa làm,1,Không có,Không có,1,1,0,Không có,Không có,Không có,Không có,Không có,Không có,1,0,Không có,1,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,1,1,Không có,Không có,Không có,Không có,Không có,1,0,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1
40202,Kíp 1,30.5,90,33.89,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0.5,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,Không có,0,1,Không có,0,Không có,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,0,0,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,Không có,1
40203,Kíp 1,45.17,90,50.19,1,Chưa làm,Chưa làm,1,1,1,1,1,0,1,1,Chưa làm,1,1,1,Chưa làm,1,1,1,0,0,Chưa làm,1,0.5,10,6.67,Chưa làm,Chưa làm,Không có,1,0,Không có,0,Không có,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,1,0,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Chưa làm,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,1,Chưa làm,Không có,Không có,Không có,Không có,Chưa làm,1,Không có,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Không có,Chưa làm,Không có
40204,Kíp 1,24.75,90,27.5,0,0.25,0,0,1,1,1,0,Chưa làm,1,0,0,1,1,0,0,1,1,0,1,0,Chưa làm,1,0.5,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,0,1,1,Không có,Không có,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,0,0,Không có,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,0,Không có
40205,Kíp 1,27.75,90,30.83,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0.5,0.25,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,Không có,0,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,1,Không có,0,Không có,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có
40206,Kíp 1,38,90,42.22,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,10,0,Chưa làm,Chưa làm,Không có,1,1,Không có,1,0,Không có,Không có,0,Không có,Không có,Không có,Không có,0,0,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có,0,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1
40207,Kíp 1,53.5,90,59.44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Chưa làm,1,1,1,0,1,1,1,0.5,10,0,0,Chưa làm,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,0,Không có,Không có,0,1,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có
40208,Kíp 1,26.75,90,29.72,0,0.5,1,0,1,1,1,0,1,1,0,0,1,1,Chưa làm,0,0,1,1,0,0,0,0.5,0.25,0,Chưa làm,Chưa làm,Chưa làm,0.5,Không có,1,Không có,1,Không có,Không có,0,0,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,Không có,0,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,0,Không có,Không có,1,Không có,Không có
40209,Kíp 1,Chưa làm,40,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
40210,Kíp 1,45.5,90,50.56,1,0.25,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0.25,10,0,Chưa làm,0,1,Không có,Không có,1,0,Không có,Không có,Không có,Không có,0,1,Không có,Không có,1,1,1,Không có,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,1,0,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có
40211,Kíp 1,35,90,38.89,1,0.5,1,0,1,1,1,0,1,1,Chưa làm,1,1,1,1,0,1,1,0,0,1,0,1,0.5,0,Chưa làm,Chưa làm,Chưa làm,Không có,1,1,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có,1,Không có,1,Không có,Không có,1,1,Không có,Không có,0,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,0,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có
40212,Kíp 1,44.33,90,49.26,0,0.5,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,10,3.3299999999999996,Chưa làm,0,0.5,Không có,1,Không có,1,1,Không có,Không có,0,Không có,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,0,1,1,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,Không có,0,1,Không có,Không có
40213,Kíp 1,58.25,90,64.72,0,0.5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.25,10,10,0,Chưa làm,0.5,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,0,0,Không có,0,Không có,0,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1
40214,Kíp 1,52,90,57.78,0,0.5,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0.5,10,10,0,Chưa làm,Không có,0,0,Không có,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,1,1,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,0,Không có,Không có,0,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,0,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có
40215,Kíp 1,62,90,68.89,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Chưa làm,0,1,1,1,Chưa làm,1,1,1,0,10,0,Chưa làm,10,1,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,0,Không có,0,1,Không có,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,1,Không có,1,Không có,0,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có
40216,Kíp 1,Chưa làm,40,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
40217,Kíp 1,31,90,34.44,0,0.5,1,1,1,1,1,1,1,1,0,0,1,0,0,Chưa làm,1,1,0,1,1,0,0.5,1,0,Chưa làm,Chưa làm,Chưa làm,0,Không có,0,Không có,0,Không có,0,0,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,0,Không có,1,1,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có
40218,Kíp 1,54.58,90,60.64,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0.25,10,3.3299999999999996,Chưa làm,Chưa làm,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,0,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,Không có,1
40219,Kíp 1,44.75,90,49.72,0,0.25,1,1,1,1,1,1,1,1,1,1,1,0,1,Chưa làm,1,1,1,0,0,0,0,0,10,0,Chưa làm,Chưa làm,0.5,Không có,Không có,1,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,0,1,Không có,0,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,Không có,0,0,Không có,1,1,Không có,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có
40220,Kíp 1,24,90,26.67,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,0,Không có,1,1,1,Không có,Không có,Không có,1,Không có,Không có,Không có,0,Không có,1,Không có,1,1,Không có,Không có,Không có,0,1,Không có,Không có,Không có,0,Không có,0,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,1,1,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,0,0,Không có,Không có,0,Không có,Không có
40221,Kíp 1,25.75,90,28.61,0,1,0,1,1,1,1,0,0,1,1,1,1,0,Chưa làm,Chưa làm,0,Chưa làm,1,0,0,Chưa làm,0,0.25,2.5,Chưa làm,Chưa làm,Chưa làm,Không có,0,0,Không có,1,Không có,0,0,Không có,Không có,Không có,Không có,Không có,1,Không có,Không có,0,1,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,0,0,Chưa làm,Không có,0,Không có,1,Không có,Không có,Không có,Không có,1,Chưa làm,Không có,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,1,0,Không có,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có
40222,Kíp 1,Chưa làm,40,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
40223,Kíp 1,51.75,90,57.5,0,0.5,0,1,1,1,1,0,1,1,Chưa làm,1,1,0,Chưa làm,0,1,1,1,0,1,Chưa làm,0.5,0.25,2.5,10,10,0,0,Không có,0,1,Không có,Không có,Không có,0,Không có,Không có,Không có,Không có,1,1,1,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,0,Không có,Không có,1,Không có,0,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,0,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,0,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có
40224,Kíp 1,47.83,90,53.14,0,1,0,1,0,1,1,1,1,Chưa làm,Chưa làm,Chưa làm,1,1,1,0,1,1,1,1,1,Chưa làm,1,0.5,10,3.3299999999999996,Chưa làm,Chưa làm,1,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1,Không có,0,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,0,1,Không có,0,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,0,Không có
40225,Kíp 1,32.5,90,36.11,0,1,1,1,1,1,1,1,1,Chưa làm,0,1,1,1,0,0,0,1,1,0,1,0,0.5,0,2.5,0,Chưa làm,Chưa làm,0.5,Không có,Không có,1,1,Không có,Không có,1,Không có,Không có,Không có,0,Không có,0,0,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,Không có,0,0,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,1,Không có,0,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,0,Không có,Không có,1,0,Không có,Không có
40226,Kíp 1,29.75,90,33.06,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0.5,0.25,0,Chưa làm,Chưa làm,Chưa làm,Không có,1,0,Không có,0,Không có,1,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,0,0,Không có,Không có,1,Không có,Không có,Không có,1,1,1,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,1,Không có,Không có,Không có,0,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có
40227,Kíp 1,40.75,90,45.28,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0.25,2.5,0,Chưa làm,Chưa làm,Không có,0,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,0,1,0,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,Không có,1,1,0,Không có,Không có,1,Không có,Không có,1,Không có,Không có,1,Không có,Không có,0,Không có,Không có,Không có,1,Không có,1,1,Không có,Không có,Không có,1,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Không có
40228,Kíp 1,62,90,68.89,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0.5,0.5,10,10,Chưa làm,Chưa làm,1,Không có,Không có,1,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,1,0,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,1,1,1,Không có,Không có,Không có,1,Không có,1,Không có,1,Không có,1,Không có,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,0,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,Không có,1,Không có,Không có,1
40229,Kíp 1,26.75,90,29.72,0,0.5,1,1,0,1,1,1,Chưa làm,Chưa làm,Chưa làm,1,1,0,Chưa làm,Chưa làm,Chưa làm,1,1,0,1,Chưa làm,1,0.25,Chưa làm,Chưa làm,Chưa làm,Chưa làm,1,Không có,0,0,Không có,Không có,0,Không có,Không có,Không có,1,Không có,Không có,1,1,Không có,Không có,1,0,Không có,Không có,Không có,1,Không có,0,Không có,1,Không có,Không có,1,Không có,0,Không có,Không có,1,1,1,Không có,Không có,Không có,Không có,Không có,0,Không có,Không có,Không có,1,0,Không có,0,Không có,Không có,Không có,1,Không có,Không có,0,Không có,1,Không có,Không có,0,Không có,Không có,1,Không có
40230,Kíp 1,Chưa làm,40,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có,Không có
40231,Kíp 1,37.08,90,41.2,1,0.5,1,1,1,1,Chưa làm,Chưa làm,1,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,Chưa làm,0,0,Chưa làm,Chưa làm,Chưa làm,0,Chưa làm,Chưa làm,0.25,10,3.3299999999999996,0,Chưa làm,0,Không có,1,Không có,1,Không có,Không có,Không có,Không có,Không có,Không có,0,0,1,1,1,Không có,Không có,Không có,Không có,1,Không có,1,Không có,Không có,1,1,1,1,Không có,Không có,Không có,Không có,Không có,1,1,Không có,Không có,Không có,0,Không có,Không có,1,Không có,Không có,Không có,1,1,Không có,Chưa làm,Không có,Không có,Không có,1,Không có,Không có,Chưa làm,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có,Không có,Chưa làm,Không có
